"","Team","Player","Age","G","MP","PER","WARP","VORP","OWS","DWS","WS","WS/48","TS%","3PAr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OBPM","DBPM","BPM","Rk","Salary_2019_to_20","Salary_2020_to_21","Salary_2021_to_22","Salary_2022_to_23","Salary_2023_to_24","Salary_2024_to_25","Signed Using","Guaranteed","Salary_Per_Million","WARP_Per","PER_Mil","BPM_Per","VORP_Per","WS_Per","Pos"
"303","Washington Wizards","C.J. Miles",32,10,161,11,0,0,0,0.1,0.1,0.033,0.472,0.593,2.6,5.7,4.1,9.9,2.9,2.2,5.6,18.6,-1.8,0,-1.9,140,8730158,NA,NA,NA,NA,NA,NA,8730158,8.730158,0,1.26000010538183,-0.217636381838679,0,0.0114545464125621,"SG"
"304","Washington Wizards","Johnathan Williams",24,11,135,14.4,0,0,0.3,0.1,0.3,0.116,0.643,0.08,11.7,23.7,17.5,5.9,0.3,3.9,12.8,9.6,-0.5,-1.3,-1.8,517,106181,NA,NA,NA,NA,NA,NA,106181,0.106181,0,135.617483353896,-16.952185419237,0,2.82536423653949,"C"
"305","Washington Wizards","Chris Chiozza",24,10,123,9.2,0,0,-0.1,0.1,0,-0.002,0.397,0.471,0,13.9,6.7,28.9,3.8,1.4,20.9,14.5,-3.6,2.1,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Washington Wizards","Justin Robinson",22,9,49,8.2,0,0,0,0,0,0.006,0.542,0.417,2.2,9.3,5.6,18.6,0,1.8,20,12.7,-2.6,-3.1,-5.7,494,395866,NA,NA,NA,NA,NA,NA,395866,0.395866,0,20.7140800169754,-14.3988117191171,0,0,"PG"
"307","Miami Heat","Kendrick Nunn",24,62,1846,13.5,0,0,1,1.4,2.4,0.064,0.545,0.426,1.2,8.7,5.1,18.7,1.4,0.6,10.2,23.7,-0.7,-1.3,-2,425,1416852,1663861,NA,NA,NA,NA,"Minimum Salary",1416852,1.416852,0,9.52816525649821,-1.41158003799973,0,1.69389604559968,"SG"
"308","Miami Heat","Chris Silva",23,41,307,17.2,0,0,0.7,0.5,1.1,0.178,0.663,0.029,20.6,19.3,19.9,10.2,1.4,5.8,25.5,17.5,-3.4,0.9,-2.5,490,466918,1517981,1782621,NA,NA,NA,"MLE",1984899,0.466918,0,36.8373033380594,-5.35425920611328,0,2.35587405068984,"PF"
"309","Miami Heat","James Johnson",32,18,281,11.1,0,0,0,0.4,0.4,0.066,0.547,0.517,3.3,16.9,10.4,11.1,1,4.6,13.9,17,-2.6,0.7,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Miami Heat","Solomon Hill",28,6,91,5.9,0,0,-0.1,0.1,0,-0.006,0.447,0.6,3.9,8.3,6.2,5.7,2.7,5.5,29.5,11.5,-4.5,0.8,-3.7,94,13258781,NA,NA,NA,NA,NA,"Cap Space",13258781,13.258781,0,0.444988117685932,-0.279060344989483,0,0,"SF"
"311","Miami Heat","Dion Waiters",28,3,42,13.5,0,0,-0.1,0.1,0,-0.001,0.53,0.654,0,28.2,14.7,12.4,0,4.7,10.2,30.9,2.4,-0.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Miami Heat","KZ Okpala",20,5,26,13.7,0,0,0,0,0.1,0.119,0.595,0.2,4.5,16.6,10.8,5.5,3.8,3.8,14.5,11.7,-1.2,4,2.7,448,898310,1517981,1782621,NA,NA,NA,"MLE",4198912,0.89831,0,15.2508599481248,3.00564393138226,0,0.11132014560675,"SF"
"313","Miami Heat","Daryl Macon",24,4,14,-3.1,0,0,0,0,0,-0.161,0.5,0.667,0,0,0,9.6,0,0,40,15.8,-7,-4.4,-11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Orlando Magic","Melvin Frazier",23,15,51,7.5,0,0,-0.1,0.1,0,0.003,0.48,0.412,2,6.5,4.2,2.8,3.8,3.5,13.8,18.5,-6,1.5,-4.5,419,1416852,1663861,NA,NA,NA,NA,"MLE",1416852,1.416852,0,5.293425142499,-3.1760550854994,0,0,"SG"
"315","Orlando Magic","Josh Magette",30,8,38,5.1,0,0,-0.2,0.1,-0.1,-0.126,0.378,0.267,2.7,14.6,8.5,19.2,3.9,2.4,23.9,23.8,-8,1.6,-6.4,527,81678,NA,NA,NA,NA,NA,NA,81678,0.081678,0,62.4403144053478,-78.35647297926,0,-1.22431989030094,"PG"
"316","Denver Nuggets","Vlatko ?an?ar",22,14,45,11.4,0,0,0,0,0.1,0.069,0.507,0.4,12.4,12.4,12.4,9.1,1.1,2,15.2,19.1,-3.5,-1.1,-4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Denver Nuggets","Jarred Vanderbilt",20,9,41,7.2,0,0,-0.1,0.1,0,-0.035,0.714,0,8.1,13.6,10.9,6.6,3.6,2.2,50,14.8,-7.1,1.1,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Denver Nuggets","Jordan McRae",28,4,32,16.7,0,0,0.1,0,0.1,0.208,0.58,0.667,3.5,13.9,8.7,15.6,3.1,2.9,0,10.5,1,1.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Denver Nuggets","Keita Bates-Diop",24,2,19,15.8,0,0,0.1,0,0.1,0.218,0.931,0,0,11.7,5.9,0,0,4.8,0,8.6,0,0.1,0,431,1416852,1663861,NA,NA,NA,NA,"MLE",1416852,1.416852,0,11.1514823001979,0,0,0.0705790018999867,"SF"
"320","Denver Nuggets","Noah Vonleh",24,4,17,22,0,0,0.1,0,0.1,0.185,1.031,0.333,19.6,26.2,22.9,8.6,0,0,34,15,4.3,-1.6,2.7,349,2e+06,NA,NA,NA,NA,NA,"MLE",2e+06,2,0,11,1.35,0,0.05,"C-PF"
"321","Denver Nuggets","Troy Daniels",28,1,1,-40.8,0,0,0,0,0,-1.036,0,1,0,0,0,0,0,0,0,43.4,-38.4,-22.8,-61.2,489,481000,NA,NA,NA,NA,NA,"Minimum Salary",481000,0.481,0,-84.8232848232848,-127.234927234927,0,0,"SG"
"322","Utah Jazz","Jeff Green",33,30,553,10.1,0,0,0,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,-0.2,-2,289,2564753,NA,NA,NA,NA,NA,NA,2564753,2.564753,0,3.93800104727434,-0.779802187579077,0,0.233940656273723,"PF"
"323","Utah Jazz","Juwan Morgan",22,16,74,8.8,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,-0.4,-3.3,472,746054,NA,NA,NA,NA,NA,"Minimum Salary",746054,0.746054,0,11.7953928267927,-4.42327231004726,0,0.134038554849917,"PF"
"324","Utah Jazz","Nigel Williams-Goss",25,9,28,5.7,0,0,-0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.1,1.1,-3.9,405,1500000,1517981,1782621,NA,NA,NA,"Cap Space",1500000,1.5,0,3.8,-2.6,0,0,"PG"
"325","Utah Jazz","Jarrell Brantley",23,5,13,2.7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.6,5.9,-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Utah Jazz","Miye Oni",22,5,11,-9.9,0,0,-0.1,0,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.7,-4.6,-17.3,458,898310,1517981,1782621,NA,NA,NA,"Minimum Salary",898310,0.89831,0,-11.0206944150683,-19.2583851899678,0,-0.11132014560675,"SG"
"327","Utah Jazz","Justin Wright-Foreman",22,1,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.1,-0.9,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Oklahoma City Thunder","Devon Hall",24,5,20,3.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.2,-3.6,-9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Oklahoma City Thunder","Isaiah Roby",21,3,11,-7.7,0,0,-0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,-3.5,-15.5,404,1500000,1517981,1782621,1930681,NA,NA,"MLE",3017981,1.5,0,-5.13333333333333,-10.3333333333333,0,0,"SF"
"330","LA Lakers","Troy Daniels",28,41,456,9,0,0,0.3,0.4,0.7,0.072,0.527,0.709,2.9,7.9,5.5,4.1,0.8,0.6,5.2,16.1,-1.1,-1,-2.1,344,2028594,NA,NA,NA,NA,NA,NA,2028594,2.028594,0,4.43657035365381,-1.03519974918589,0,0.345066583061963,"SG"
"331","LA Lakers","Markieff Morris",30,8,118,9.8,0,0,0.1,0.2,0.2,0.086,0.503,0.583,9.5,14.4,12,5.5,0.8,3,11.7,15.3,-2.5,0.1,-2.4,369,1750000,NA,NA,NA,NA,NA,"DPE",1750000,1.75,0,5.6,-1.37142857142857,0,0.114285714285714,"PF"
"332","LA Lakers","Talen Horton-Tucker",19,2,5,14.8,0,0,0,0,0,0.11,0,1,0,0,0,44.9,9.5,0,0,8.4,0.6,7.2,7.8,454,898310,1517981,NA,NA,NA,NA,"Minimum Salary",2416291,0.89831,0,16.4753815497991,8.68297135732653,0,0,"SG"
"333","LA Lakers","Kostas Antetokounmpo",22,3,5,8.6,0,0,0,0,0,0.136,NA,NA,0,21.3,10.9,22.4,0,0,NA,0,1.2,3.1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","LA Lakers","Zach Norvell",22,2,5,-5.6,0,0,0,0,0,-0.149,0,0,0,21.3,10.9,0,0,0,0,8.4,-10.2,-2.4,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","LA Clippers","Derrick Walton",24,23,222,8.4,0,0,0.4,0.2,0.5,0.113,0.626,0.583,1,5.9,3.5,12.6,0.8,0,9.1,8.2,-2.2,0.9,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Sacramento Kings","Wenyen Gabriel",22,11,61,7.5,0,0,-0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.4,0.5,-3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Sacramento Kings","DaQuan Jeffries",22,6,19,10.7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,-0.3,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Sacramento Kings","Eric Mika",25,1,19,14,0,0,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,-0.9,-3.1,534,50752,NA,NA,NA,NA,NA,NA,50752,0.050752,0,275.851197982346,-61.0813366960908,0,1.9703656998739,"PF"
"339","Sacramento Kings","Jabari Parker",24,1,15,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.9,-3.4,-10.3,175,6500000,6500000,NA,NA,NA,NA,"Cap Space",6500000,6.5,0,0.615384615384615,-1.58461538461538,0,0,"PF"
"340","Sacramento Kings","Kyle Guy",22,2,4,9.8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,-2.8,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Phoenix Suns","Elie Okobo",22,54,707,10.5,0,0,0.4,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-0.1,-2.1,418,1416852,1663861,1802057,NA,NA,NA,"Cap Space",1416852,1.416852,0,7.41079519949861,-1.48215903989972,0,0.635211017099881,"PG"
"342","Phoenix Suns","Jonah Bolden",24,3,33,7.9,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.6,0.1,-6.5,526,81678,NA,NA,NA,NA,NA,NA,81678,0.081678,0,96.7212713337741,-79.580792869561,0,0,"PF"
"343","Phoenix Suns","Jalen Lecque",19,4,26,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.7,-3.6,-9.3,452,898310,1517981,1782621,1930681,NA,NA,"Cap Space",2416291,0.89831,0,5.56600728033752,-10.3527735414278,0,0,"PG"
"344","Phoenix Suns","Tariq Owens",24,3,15,8.4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,-2.8,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Phoenix Suns","Jared Harper",22,3,8,-5.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.2,-5.7,-15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Golden State Warriors","Alen Smailagi?",19,14,139,14.5,0,0,0.2,0.1,0.2,0.081,0.61,0.325,7.5,13.7,10.5,14.3,1,2.6,18.5,18.2,-1.3,-0.8,-2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Golden State Warriors","Jeremy Pargo",33,3,44,12.7,0,0,0,0,0,0.011,0.557,0.318,2.4,5.1,3.7,33.2,1.1,0,15.1,25.7,-2.8,-3.1,-5.9,524,91557,NA,NA,NA,NA,NA,NA,91557,0.091557,0,138.71140382494,-64.4407309107987,0,0,"PG"
"348","Golden State Warriors","Chasson Randle",26,3,40,6.7,0,0,0,0,0,0.044,0.377,0.5,0,5.6,2.7,15.7,2.4,0,0,7.1,-5.9,0.1,-5.8,525,91557,NA,NA,NA,NA,NA,"Minimum Salary",91557,0.091557,0,73.1784571359918,-63.3485151326496,0,0,"PG"
"349","Houston Rockets","Tyson Chandler",37,26,219,10.8,0,0,0.3,0.3,0.6,0.13,0.717,0,11.9,19.8,15.8,3.5,1.3,3.1,25.2,6,-2.5,1.1,-1.4,298,2564753,NA,NA,NA,NA,NA,"Minimum Salary",2564753,2.564753,0,4.21093181292702,-0.545861531305354,0,0.233940656273723,"C"
"350","Houston Rockets","DeMarre Carroll",33,6,96,13.5,0,0,0.2,0.1,0.2,0.116,0.624,0.56,4.3,13.2,8.7,10,1,1.8,15.8,16.4,0.3,-1.1,-0.8,469,811447,NA,NA,NA,NA,NA,"Minimum Salary",811447,0.811447,0,16.636946097527,-0.985893102075675,0,0.246473275518919,"SF"
"351","Houston Rockets","Ryan Anderson",31,2,14,9.5,0,0,0,0,0,-0.031,0.357,0.714,0,52.8,26.2,20.1,3.3,0,12.5,23.6,-4.1,0.7,-3.4,487,5e+05,NA,NA,NA,NA,NA,NA,5e+05,0.5,0,19,-6.8,0,0,"PF"
"352","Dallas Mavericks","Antonius Cleveland",25,6,22,2.9,0,0,-0.1,0,0,-0.074,0.363,0.167,0,14,7.1,0,2.2,3.9,12.7,15.3,-8.9,0.7,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Dallas Mavericks","Josh Reaves",22,2,1,-40,0,0,0,0,0,-1.036,0,0,0,0,0,0,0,0,0,42.8,-24.4,-15.1,-39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Memphis Grizzlies","Bruno Caboclo",24,22,192,11.9,0,0,-0.1,0.3,0.2,0.051,0.441,0.362,9.5,14.5,12,7,2.4,5.4,9.1,16.7,-3.3,0.8,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Memphis Grizzlies","Yuta Watanabe",25,16,99,9.5,0,0,0,0.1,0.1,0.047,0.461,0.276,6.5,11.4,9,5.3,2.4,0.9,5.8,14.5,-3.6,1,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Memphis Grizzlies","Anthony Tolliver",34,5,96,6.8,0,0,0,0.1,0.1,0.026,0.593,0.81,1.1,11.8,6.6,1.3,1.5,0.9,18,12,-3.4,0.3,-3,514,144901,NA,NA,NA,NA,NA,NA,144901,0.144901,0,46.9285926253097,-20.7037908641072,0,0.690126362136907,"PF"
"357","Memphis Grizzlies","Jordan Bell",25,2,21,12.6,0,0,0,0,0,0.046,0.635,0.429,10.2,4.9,7.5,12.8,2.2,0,27.6,21.5,-0.4,-1.1,-1.5,388,1620564,NA,NA,NA,NA,NA,NA,1620564,1.620564,0,7.77507090124179,-0.925603678719261,0,0,"C-PF"
"358","Memphis Grizzlies","Jarrod Uthoff",26,4,14,-0.1,0,0,-0.1,0,0,-0.167,0.254,0.571,7.6,0,3.7,0,3.3,0,0,23.4,-11,-2.5,-13.5,528,81678,NA,NA,NA,NA,NA,NA,81678,0.081678,0,-1.22431989030094,-165.283185190627,0,0,"SF"
"359","Memphis Grizzlies","Dusty Hannahs",26,2,13,21.3,0,0,0,0,0,0.146,0.607,0.333,0,7.9,4,0,0,0,0,31.6,5.2,-2.1,3.1,529,81678,NA,NA,NA,NA,NA,NA,81678,0.081678,0,260.7801366341,37.9539165993291,0,0,"SG"
"360","San Antonio Spurs","Keldon Johnson",20,9,92,16.6,0,0,0.2,0.1,0.2,0.119,0.579,0.161,5.8,14.1,10,9.4,2.6,1,7.8,18.1,-0.3,-0.6,-0.9,355,1950600,2048040,2145720,3873025,NA,NA,"1st Round Pick",3998640,1.9506,0,8.51020198913155,-0.46139649338665,0,0.102532554085922,"SF"
"361","San Antonio Spurs","Luka <U+008A>amani?",20,1,12,-3.4,0,0,-0.1,0,-0.1,-0.252,0,0.5,0,18,9,28.9,0,0,0,14.5,-7.4,-4.5,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Boston Celtics","Grant Williams",21,62,970,8,-0.27,-0.1,0.2,1.3,1.5,0.075,0.508,0.443,6.5,11.7,9.1,8.3,1.4,3.1,17.7,11.5,-4,1.4,-2.6,311,2379840,2498760,2617800,4306281,NA,NA,"1st Round Pick",4878600,2.37984,-0.11345300524405,3.36157052574963,-1.09251042086863,-0.0420196315718704,0.630294473578056,"PF"
"363","Boston Celtics","Vincent Poirier",26,21,114,12.8,-0.27,-0.1,0.1,0.2,0.3,0.124,0.54,0.061,9.5,22.4,16,8.6,0.8,4.9,14.3,15.8,-4.5,0.7,-3.8,305,2505793,2619207,NA,NA,NA,NA,"Minimum Salary",5125000,2.505793,-0.10775032095628,5.10816336385328,-1.51648599864394,-0.0399075262801037,0.119722578840311,"C"
"364","Boston Celtics","Tremont Waters",22,10,89,6.5,-0.27,-0.1,-0.2,0.1,-0.1,-0.045,0.438,0.486,0,10.7,5.4,18.8,2.7,2.1,21,22.9,-6.6,0.1,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Toronto Raptors","Oshae Brissett",21,19,135,6.7,-0.27,-0.1,-0.1,0.2,0.1,0.042,0.458,0.417,7.2,13,10.2,7,1.4,0.7,14.8,15,-5.7,0.3,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Toronto Raptors","Stanley Johnson",23,20,96,3.1,-0.27,-0.1,-0.3,0.2,-0.1,-0.068,0.342,0.419,3.4,20.5,12.1,11,2,2,19.2,18.6,-7.9,1.4,-6.5,239,3623000,3801000,NA,NA,NA,NA,"Bi-annual Exception",3623000,3.623,-0.0745238752415126,0.855644493513663,-1.79409329285123,-0.0276014352746343,-0.0276014352746343,"PF"
"367","Toronto Raptors","Dewan Hernandez",23,4,11,4.2,-0.27,-0.1,0,0,0,0.003,0.34,0.2,19.6,47,33.6,0,4.3,0,14.5,26.8,-18.3,-3,-21.3,459,898310,1517981,1782621,NA,NA,NA,"MLE",898310,0.89831,-0.300564393138226,4.67544611548352,-23.7111910142378,-0.11132014560675,0,"C"
"368","Brooklyn Nets","Rodions Kurucs",21,39,501,8.4,-0.27,-0.1,-0.1,0.6,0.5,0.048,0.554,0.485,3.8,15.8,10,9.4,1.6,0.5,19.3,15.1,-3.9,0.9,-2.9,376,1699236,1780152,1861068,NA,NA,NA,"Cap space",3479388,1.699236,-0.158894938666554,4.94339809184834,-1.70664934123335,-0.0588499772839088,0.294249886419544,"PF"
"369","Brooklyn Nets","Justin Anderson",26,3,17,-3.8,-0.27,-0.1,-0.1,0,-0.1,-0.167,0.218,0.5,0,11.8,6.1,0,0,4.9,0,16.9,-12.8,-2.3,-15.1,522,98144,NA,NA,NA,NA,NA,NA,98144,0.098144,-2.75105966742745,-38.7186175415716,-153.85555917835,-1.01891098793609,-1.01891098793609,"SF"
"370","New York Knicks","Wayne Ellington",32,36,558,8.5,-0.27,-0.1,0.2,0.2,0.4,0.035,0.509,0.822,0.7,12,6.2,11,1.1,0.7,9.1,15,-1.9,-1,-2.8,157,7804878,8195122,NA,NA,NA,NA,"Cap Space",7804878,7.804878,-0.0345937502162109,1.08906250680664,-0.358750002242187,-0.0128125000800781,0.0512500003203125,"SG"
"371","New York Knicks","Maurice Harkless",26,12,286,10.1,-0.27,-0.1,0.3,0.2,0.4,0.069,0.536,0.379,2.9,12.3,7.5,9.7,1.5,1,8.4,12.4,-3.1,-0.3,-3.5,113,11511234,NA,NA,NA,NA,NA,"Cap Space",11511234,11.511234,-0.0234553480539098,0.877403760535143,-0.304050808106238,-0.00868716594589251,0.03474866378357,"SF"
"372","New York Knicks","Ignas Brazdeikis",21,9,53,3.3,-0.27,-0.1,-0.1,0,-0.1,-0.109,0.351,0.409,3.9,6.2,5,10.6,0,1.8,7.6,21,-5,-3.9,-8.9,453,898310,1517981,1782621,NA,NA,NA,"Minimum Salary",2416291,0.89831,-0.300564393138226,3.67356480502276,-9.90749295900079,-0.11132014560675,-0.11132014560675,"SF"
"373","Philadelphia 76ers","Mike Scott",31,63,1119,10.2,-0.27,-0.1,1,1.1,2.1,0.089,0.539,0.639,5.7,16.5,11.1,5.9,0.8,0.4,6.7,13.8,-1.2,-1.1,-2.3,207,4767000,5005350,NA,NA,NA,NA,"Room Exception",9772350,4.767,-0.0566393958464443,2.13971050975456,-0.482483742395637,-0.0209775540172016,0.440528634361233,"PF"
"374","Philadelphia 76ers","Norvel Pelle",26,20,178,11.2,-0.27,-0.1,-0.1,0.4,0.3,0.082,0.521,0,9.9,27.3,18.6,5.3,0.3,12,24.4,12.9,-7.1,3.1,-4.1,496,350189,NA,NA,NA,NA,NA,"Minimum Salary",350189,0.350189,-0.771012224827165,31.9827293261639,-11.7079634140421,-0.28556008326932,0.856680249807961,"C"
"375","Philadelphia 76ers","Zhaire Smith",20,7,32,1.1,-0.27,-0.1,-0.1,0.1,-0.1,-0.118,0.313,0.273,0,6.9,3.5,8.3,4.6,0,13.6,19.9,-10.8,0.8,-10,264,3058800,3204600,4915856,NA,NA,NA,"1st Round Pick",6263400,3.0588,-0.0882699097685367,0.359618150908853,-3.26925591735321,-0.0326925591735321,-0.0326925591735321,"SG"
"376","Chicago Bulls","Wendell Carter",20,43,1256,15.5,-0.27,-0.1,1.7,1.6,3.3,0.127,0.59,0.085,11.6,24.6,17.8,6,1.3,2.7,14.9,16.4,-2.1,-0.3,-2.4,197,5201400,5448840,6920027,NA,NA,NA,"1st Round Pick",10650240,5.2014,-0.0519091013957781,2.97996693197985,-0.461414234629138,-0.0192255931095474,0.634444572615065,NA
"377","Chicago Bulls","Chandler Hutchison",23,28,527,12.4,-0.27,-0.1,0,0.7,0.7,0.06,0.521,0.217,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,-2.7,0.1,-2.6,315,2332320,2443440,4019459,NA,NA,NA,"1st Round Pick",4775760,2.33232,-0.115764560609179,5.31659463538451,-1.1147698429032,-0.0428757631885848,0.300130342320093,"SF"
"378","Chicago Bulls","Cristiano Felício",27,22,386,12.8,-0.27,-0.1,0.7,0.3,1,0.126,0.671,0.037,15,14.1,14.6,5.7,1.2,0.5,21.9,9.1,-1.4,-1.6,-3,147,8156500,7529020,NA,NA,NA,NA,"Cap space",15685520,8.1565,-0.0331024336418807,1.56930055783731,-0.367804818243119,-0.012260160608104,0.12260160608104,NA
"379","Chicago Bulls","Adam Mokoka",21,11,112,8.2,-0.27,-0.1,0.1,0.1,0.2,0.073,0.538,0.536,6.6,3.1,4.9,5,1.7,0,6.3,12.1,-3.1,-1,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Milwaukee Bucks","D.J. Wilson",23,31,280,8.4,-0.27,-0.1,-0.2,0.5,0.3,0.055,0.476,0.545,3.8,19.3,12,10.3,0.3,1.6,12.5,17.7,-3.9,0.3,-3.6,271,2961120,4548280,NA,NA,NA,NA,"1st Round Pick",7509400,2.96112,-0.0911817150267466,2.83676446749878,-1.21575620035662,-0.0337710055654617,0.101313016696385,"PF"
"381","Milwaukee Bucks","Frank Mason",25,6,53,4.2,-0.27,-0.1,-0.2,0.1,-0.1,-0.06,0.337,0.526,6,8.8,7.5,25.6,1.7,0,22.4,20.8,-7.5,-0.9,-8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Cleveland Cavaliers","Ante Žižic",23,22,221,16.4,-0.27,-0.1,0.3,0.2,0.5,0.106,0.597,0,9,24.4,16.6,4.2,1.5,1.9,11.1,17.5,-1.7,-1.5,-3.2,323,2281800,NA,NA,NA,NA,NA,"1st Round Pick",2281800,2.2818,-0.118327636076781,7.1873082654045,-1.40240161276185,-0.043825050398808,0.21912525199404,NA
"383","Indiana Pacers","Edmond Sumner",24,25,345,10,-0.27,-0.1,-0.1,0.4,0.3,0.039,0.485,0.342,3.2,8.6,5.9,15.4,2.1,2,13.9,17.4,-3.6,0.4,-3.1,347,2e+06,2160000,2320000,NA,NA,NA,"Cap Space",4160000,2,-0.135,5,-1.55,-0.05,0.15,"PG"
"384","Indiana Pacers","Victor Oladipo",27,13,337,12,-0.27,-0.1,-0.3,0.4,0.1,0.008,0.5,0.429,2.3,11,6.7,16.9,1.6,0.8,13.5,27,-1.7,-1.3,-3,50,2.1e+07,2.1e+07,NA,NA,NA,NA,"1st Round Pick",4.2e+07,21,-0.0128571428571429,0.571428571428571,-0.142857142857143,-0.00476190476190476,0.00476190476190476,"SG"
"385","Indiana Pacers","Brian Bowen",21,5,29,-2,-0.27,-0.1,-0.1,0,-0.1,-0.154,0.222,0.222,3.8,22.7,13.3,0,0,3,10,15.2,-9.7,-2.1,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","Charlotte Hornets","Malik Monk",21,55,1169,12.7,-0.27,-0.1,0.1,0.6,0.7,0.028,0.53,0.418,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,-1,-1.3,-2.3,226,4028400,5345687,NA,NA,NA,NA,"1st Round Pick",9374087,4.0284,-0.0670241286863271,3.1526164233939,-0.570946281402045,-0.0248237513653063,0.173766259557144,"SG"
