"","Team","Player","Age","G","MP","PER","WARP","VORP","OWS","DWS","WS","WS/48","TS%","3PAr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OBPM","DBPM","BPM","Rk","Salary_2019_to_20","Salary_2020_to_21","Salary_2021_to_22","Salary_2022_to_23","Salary_2023_to_24","Salary_2024_to_25","Signed Using","Guaranteed","Salary_Per_Million","WARP_Per","PER_Mil","BPM_Per","VORP_Per","WS_Per","Pos"
"74","LA Clippers","Ivica Zubac",22,64,1156,21,3.51,1.3,3.6,2,5.6,0.231,0.642,0.006,15.2,25.7,20.6,8.7,0.5,4.6,11.8,16.2,1.5,1,2.5,176,6481482,7e+06,7518518,7518518,NA,NA,"Bird Rights",2.1e+07,6.481482,0.541542813819432,3.23999974080002,0.385714254857145,0.200571412525716,0.863999930880005,"C"
"75","Phoenix Suns","Mikal Bridges",23,65,1772,13,3.51,1.3,2.2,1.9,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,1.5,0.8,223,4161000,4359000,5557725,NA,NA,NA,"1st Round Pick",8520000,4.161,0.843547224224946,3.12424897861091,0.192261475606825,0.312424897861091,0.98534006248498,"SF"
"76","New Orleans Pelicans","Lonzo Ball",22,56,1817,13.7,3.51,1.3,0.7,1.9,2.6,0.068,0.529,0.578,3.6,16.6,10.1,29.3,2,1.4,20.7,18.6,0.4,0.6,1,141,8719320,11003782,NA,NA,NA,NA,"1st Round Pick",19723102,8.71932,0.402554327631054,1.57122344403004,0.11468784262993,0.149094195418909,0.298188390837818,"PG"
"77","Boston Celtics","Jaylen Brown",23,50,1702,17.1,3.24,1.2,2.1,2.3,4.5,0.126,0.589,0.364,3.4,16.5,10,10.2,1.6,0.9,11.8,24.7,1,-0.1,0.9,174,6534829,22991071,24830357,26669643,28508929,NA,"1st Round pick",109534829,6.534829,0.495804863447842,2.61674789041917,0.137723573179956,0.183631430906608,0.688617865899781,"SF"
"78","LA Clippers","Lou Williams",33,60,1757,17.2,3.24,1.2,2.2,1.7,3.9,0.107,0.546,0.334,1.7,9.1,5.5,29.9,1.1,0.5,14.4,28.3,2.1,-1.4,0.8,151,8e+06,8e+06,NA,NA,NA,NA,"Cap Space",1.6e+07,8,0.405,2.15,0.1,0.15,0.4875,"SG"
"79","Phoenix Suns","Ricky Rubio",29,57,1802,16.3,3.24,1.2,2.4,1.7,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.2,0.7,75,16190476,1.7e+07,17809524,NA,NA,NA,"Cap Space",5.1e+07,16.190476,0.200117649413149,1.00676471772664,0.0432352946262976,0.0741176479307959,0.253235297096886,"PG"
"80","Golden State Warriors","D'Angelo Russell",23,33,1060,19.1,3.24,1.2,0.9,0.4,1.3,0.059,0.558,0.506,1.4,11.4,6.2,36,1.4,0.8,12.6,32.2,4.5,-1.9,2.6,30,27285000,28649250,30013500,31377750,NA,NA,"Sign and Trade",117325500,27.285,0.118746564046179,0.700018325087044,0.09529045262965,0.0439802089059923,0.047645226314825,"PG"
"81","Dallas Mavericks","Seth Curry",29,59,1448,16.2,3.24,1.2,3.4,0.9,4.3,0.144,0.65,0.564,1.9,8,5,12.1,1.2,0.5,9.5,18.6,2,-0.7,1.4,160,7441860,7813953,8186047,8558140,NA,NA,"MLE",3.2e+07,7.44186,0.435375027210939,2.1768751360547,0.188125011757813,0.161250010078126,0.577812536113283,"SG"
"82","San Antonio Spurs","Jakob Poeltl",24,58,965,19.6,3.24,1.2,2,1.3,3.3,0.165,0.611,0,11.6,23,17.3,14.6,1.5,7.7,15.2,13.3,0.8,2.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Indiana Pacers","T.J. Warren",26,61,1984,17.2,2.97,1.1,3.1,2.2,5.3,0.129,0.599,0.212,3.4,10,6.7,6.8,1.7,1.2,7.5,22.8,0.4,-0.2,0.2,117,10810000,11750000,12690000,NA,NA,NA,"1st Round Pick",35250000,10.81,0.274745605920444,1.59111933395005,0.0185013876040703,0.101757631822387,0.490286771507863,"SF"
"84","Washington Wizards","Davis Bertans",27,54,1583,15.5,2.97,1.1,3,0.5,3.5,0.106,0.628,0.774,2.3,15.1,8.5,8.3,1.1,1.8,8.2,19,2.7,-1.8,0.9,169,7e+06,NA,NA,NA,NA,NA,"Early Bird Rights",7e+06,7,0.424285714285714,2.21428571428571,0.128571428571429,0.157142857142857,0.5,"PF"
"85","Miami Heat","Duncan Robinson",25,65,1949,12.8,2.97,1.1,3.2,1.5,4.7,0.116,0.678,0.886,0.5,11.2,6.1,7,0.9,0.8,8.6,15.8,1.2,-0.9,0.3,424,1416852,1663861,NA,NA,NA,NA,"MLE",1416852,1.416852,2.09619635642961,9.0341122431983,0.21173700569996,0.776369020899854,3.31721308929938,"SF"
"86","Utah Jazz","Bojan Bogdanovic",30,63,2083,15.7,2.97,1.1,2.7,1.6,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,-1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","LA Lakers","Danny Green",32,61,1529,11.1,2.97,1.1,1.1,2.4,3.4,0.108,0.564,0.704,3.2,11.3,7.3,7.3,2.4,1.7,10.8,13.8,-0.8,1.7,0.9,86,14634146,15365854,NA,NA,NA,NA,"Cap Space",3e+07,14.634146,0.2029500047355,0.758500017698334,0.061500001435,0.0751666684205556,0.232333338754445,"SG"
"88","LA Lakers","JaVale McGee",32,61,1023,20,2.97,1.1,2.2,2.3,4.5,0.211,0.655,0.021,12.1,25.2,18.8,4.7,1.4,7.9,12.9,15,-0.3,2.3,2.1,228,4e+06,4200000,NA,NA,NA,NA,"Cap Space",8200000,4,0.7425,5,0.525,0.275,1.125,"C"
"89","Houston Rockets","Clint Capela",25,39,1279,20.7,2.97,1.1,2.9,2.1,5,0.186,0.626,0,13.7,30.5,22,5.7,1.2,4.8,12.7,16,1.1,0.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Dallas Mavericks","Tim Hardaway",27,63,1815,15,2.97,1.1,3.1,1.1,4.2,0.111,0.581,0.574,1.4,9.9,5.7,10.2,1,0.2,6.6,21.7,1.5,-1.2,0.4,62,18150000,18975000,NA,NA,NA,NA,"Cap space",18150000,18.15,0.163636363636364,0.826446280991736,0.022038567493113,0.0606060606060606,0.231404958677686,NA
"91","Dallas Mavericks","Maxi Kleber",28,66,1695,13.8,2.97,1.1,2.9,1.7,4.6,0.131,0.603,0.614,6.2,15.5,11,6.2,0.6,3.9,8.7,13.9,0.5,0.2,0.6,150,8e+06,8250000,8750000,9e+06,NA,NA,"Early Bird Rights",2.5e+07,8,0.37125,1.725,0.075,0.1375,0.575,"C"
"92","Memphis Grizzlies","Ja Morant",20,59,1771,18,2.97,1.1,2.2,1.2,3.4,0.093,0.568,0.174,2.7,9.5,6.2,34.6,1.4,0.7,17.2,26,1.6,-1.3,0.4,139,8730240,9166800,9603360,12119440,NA,NA,"1st Round Pick",17897040,8.73024,0.340196833076754,2.06179898834396,0.0458177552965325,0.125998827065464,0.389450920020526,"PG"
"93","San Antonio Spurs","Derrick White",25,61,1468,15.9,2.97,1.1,2.5,0.9,3.4,0.11,0.585,0.345,2.2,12,7.1,19.5,1.3,3.3,12.2,18.2,0.7,0.2,0.9,356,1948080,3516284,NA,NA,NA,NA,"1st Round Pick",5464364,1.94808,1.52457804607614,8.16188246889245,0.461993347295799,0.564658535583754,1.74530820089524,"SG"
"94","San Antonio Spurs","Dejounte Murray",23,58,1447,17.1,2.97,1.1,0.9,1.7,2.6,0.087,0.535,0.168,5,20,12.5,23.7,3.3,1,15.7,20.6,-0.5,1.5,1,317,2321735,14285714,15428571,16571429,17714286,NA,"1st Round pick",66321735,2.321735,1.27921575890444,7.36518164217708,0.430712376735502,0.473783614409052,1.1198521795123,"PG"
"95","New York Knicks","Marcus Morris",30,43,1387,16.5,2.7,1,2.2,0.8,2.9,0.101,0.582,0.415,3.6,14.7,9,6.8,1.2,1.2,9.2,24.4,1.9,-1.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Orlando Magic","Jonathan Isaac",22,32,949,16.9,2.7,1,0.4,1.9,2.3,0.114,0.542,0.283,6.2,19.3,12.6,7,2.6,7.4,11.7,18.3,-0.8,2.9,2,185,5806440,7362566,NA,NA,NA,NA,"1st Round Pick",13169006,5.80644,0.46500093000186,2.91056137667831,0.344445133334711,0.172222566667356,0.396111903334918,"SF"
"97","Denver Nuggets","Mason Plumlee",29,53,900,19.1,2.7,1,1.7,1.3,3,0.162,0.615,0.016,11,23.9,17.4,20,1.6,3.4,18.9,18.4,0.2,2,2.2,89,14041096,NA,NA,NA,NA,NA,"Cap space",14041096,14.041096,0.192292681426008,1.36029267230991,0.156682925606377,0.0712195116392624,0.213658534917787,"C"
"98","Oklahoma City Thunder","Dennis Schröder",26,63,1952,16.8,2.7,1,1.9,1.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,-1.2,-0.1,80,15500000,15500000,NA,NA,NA,NA,"1st Round Pick",3.1e+07,15.5,0.174193548387097,1.08387096774194,-0.00645161290322581,0.0645161290322581,0.225806451612903,NA
"99","Sacramento Kings","Richaun Holmes",26,39,1125,20.5,2.7,1,3.2,1.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.9,1.5,205,4767000,5005350,NA,NA,NA,NA,"Room Exception",9772350,4.767,0.566393958464443,4.30039857352633,0.314663310258024,0.209775540172016,0.964967484791273,"C"
"100","Toronto Raptors","Serge Ibaka",30,50,1377,18,2.43,0.9,1.5,2.4,3.9,0.136,0.593,0.266,8.2,23.3,15.9,8.8,0.8,2.9,12.9,24.1,0.5,-0.1,0.4,48,23271604,NA,NA,NA,NA,NA,"Cap space",23271604,23.271604,0.104419102353237,0.7734748322462,0.0171883296054711,0.03867374161231,0.167586213653343,"C"
"101","Toronto Raptors","Terence Davis",22,64,1087,14.5,2.43,0.9,1.4,1.6,3,0.133,0.598,0.568,4.6,16.3,10.5,14.6,1.4,1.1,13.6,18.9,0.7,0.6,1.3,460,898310,1517981,NA,NA,NA,NA,"Minimum Salary",898310,0.89831,2.70507953824404,16.1414211129788,1.44716189288776,1.00188131046075,3.33960436820251,"SG"
"102","Toronto Raptors","Marc Gasol",35,36,990,11.9,2.43,0.9,0.9,1.8,2.7,0.128,0.546,0.538,3.2,20.8,12.2,16.9,1.3,3.2,14.6,12.7,-0.9,2.7,1.8,43,25595700,NA,NA,NA,NA,NA,"Bird Rights",25595700,25.5957,0.0949378215872197,0.464921842340706,0.0703243122868294,0.0351621561434147,0.105486468430244,"C"
"103","New York Knicks","Julius Randle",25,64,2080,17.5,2.43,0.9,1,1.7,2.7,0.062,0.538,0.23,7.5,24.9,16,15.8,1.2,1,14.3,27.6,0.7,-1,-0.3,64,1.8e+07,18900000,19800000,NA,NA,NA,"Cap Space",40900000,18,0.135,0.972222222222222,-0.0166666666666667,0.05,0.15,"PF"
"104","Indiana Pacers","Myles Turner",23,55,1628,14.7,2.43,0.9,1,2.8,3.7,0.111,0.561,0.443,4.8,19.5,12.2,5.1,1.3,6.5,10.5,17.5,-0.9,1.1,0.2,63,1.8e+07,1.8e+07,1.8e+07,1.8e+07,NA,NA,"1st Round pick",7.2e+07,18,0.135,0.816666666666667,0.0111111111111111,0.05,0.205555555555556,"C"
"105","Miami Heat","Derrick Jones",22,51,1249,14.8,2.43,0.9,2.3,1.6,3.9,0.15,0.609,0.39,5.4,13.5,9.6,6.7,2.1,2.9,6.8,14.1,-0.4,1.1,0.8,384,1645357,NA,NA,NA,NA,NA,"Minimum Salary",1645357,1.645357,1.47688313235365,8.99500837812098,0.486216669087621,0.546993752723573,2.37030626180215,NA
"106","Sacramento Kings","Bogdan Bogdanovi?",27,53,1510,14.3,2.43,0.9,1.2,1.1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,-0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Dallas Mavericks","Dorian Finney-Smith",26,64,1898,12.2,2.43,0.9,2.9,1.6,4.5,0.114,0.597,0.58,7,12.3,9.7,6.8,1.1,1.7,11.2,12.7,0,-0.1,-0.2,227,4e+06,4e+06,4e+06,NA,NA,NA,"Bird Rights",1.2e+07,4,0.6075,3.05,-0.05,0.225,1.125,"PF"
"108","Dallas Mavericks","Dwight Powell",28,40,1061,16,2.43,0.9,2.6,1.1,3.7,0.169,0.677,0.17,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.7,0.4,1,1.4,121,10259375,10185185,1.1e+07,11814815,NA,NA,"Cap Space",43259375,10.259375,0.236856533658239,1.55954919281145,0.136460554371002,0.0877246420956442,0.360645750837648,"C"
"109","New Orleans Pelicans","J.J. Redick",35,54,1425,15.1,2.43,0.9,3.2,0.6,3.7,0.125,0.639,0.618,0.7,9.7,5.2,10.8,0.6,0.5,9.4,19.9,2,-1.6,0.4,91,13486300,13013700,NA,NA,NA,NA,"Cap Space",26500000,13.4863,0.180182852227816,1.11965476075721,0.0296597287617805,0.0667343897140061,0.274352491046469,"SG"
"110","New Orleans Pelicans","Derrick Favors",28,45,1089,19,2.43,0.9,2.4,1.4,3.8,0.168,0.624,0.023,14.1,29,21.5,9.8,1.1,3.4,13.3,14.4,0.8,0.4,1.2,67,17650000,NA,NA,NA,NA,NA,"Bird Rights",17650000,17.65,0.137677053824363,1.07648725212465,0.0679886685552408,0.0509915014164306,0.215297450424929,"C"
"111","Boston Celtics","Enes Kanter",27,51,891,22,2.16,0.8,2.1,1.7,3.8,0.207,0.594,0.023,17.1,30.2,23.7,8.4,1.1,3.9,12.9,19.3,1.6,-0.1,1.5,213,4767000,5005350,NA,NA,NA,NA,"Room Exception",4767000,4.767,0.453115166771554,4.61506188378435,0.314663310258024,0.167820432137613,0.79714705265366,"C"
"112","Brooklyn Nets","Joe Harris",28,63,1946,12.7,2.16,0.8,2.1,1.7,3.8,0.094,0.592,0.523,3.3,10.9,7.2,10.3,0.9,0.7,11.1,17.9,0,-0.5,-0.5,159,7670000,NA,NA,NA,NA,NA,"Early Bird Rights",7670000,7.67,0.281616688396349,1.65580182529335,-0.0651890482398957,0.104302477183833,0.495436766623207,"SF"
"113","Cleveland Cavaliers","Jordan Clarkson",27,29,666,18.6,2.16,0.8,1.4,0.1,1.5,0.108,0.581,0.488,3.5,8.1,5.8,17,1.2,1,9.7,25.9,4.1,-1.4,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Charlotte Hornets","Terry Rozier",25,63,2164,14.9,2.16,0.8,1.9,1.1,3,0.067,0.553,0.45,2.4,11.8,7,20.4,1.4,0.4,12.1,23.7,0.8,-1.3,-0.4,52,19894737,18900000,17905263,NA,NA,NA,"Sign and Trade",56700000,19.894737,0.108571427709751,0.748941792997816,-0.0201058199462501,0.0402116398925002,0.150793649596876,"PG"
"115","Miami Heat","Kelly Olynyk",28,59,1089,14.7,2.16,0.8,1.7,1.5,3.2,0.14,0.64,0.584,4,22,13.4,13.2,1.7,1.6,15.1,16.9,0.1,1,1.1,112,11667885,12198243,NA,NA,NA,NA,"Cap space",11667885,11.667885,0.185123524957608,1.25986843373928,0.0942758691913745,0.0685642685028178,0.274257074011271,"C"
"116","Orlando Magic","Aaron Gordon",24,58,1914,14.8,2.16,0.8,1.2,2.2,3.3,0.084,0.511,0.311,5.6,19.6,12.4,17.2,1.3,1.7,10.3,20.6,-0.3,0.1,-0.3,53,19863636,18136364,16409091,NA,NA,NA,"Bird Rights",54409091,19.863636,0.108741420754992,0.745080105173091,-0.01510297510486,0.0402746002796266,0.16613272615346,"PF"
"117","Denver Nuggets","Monte Morris",24,65,1402,14.9,2.16,0.8,2.2,1.2,3.4,0.117,0.537,0.298,1.6,7.3,4.4,23.3,1.9,1.1,8.1,17.2,0.2,-0.1,0.1,401,1588231,1663861,NA,NA,NA,NA,"Minimum Salary",1588231,1.588231,1.36000367704698,9.38150684629629,0.0629631331966194,0.503705065572955,2.14074652868506,"PG"
"118","LA Lakers","Dwight Howard",34,62,1193,18.7,2.16,0.8,2.6,2.4,5,0.202,0.696,0.019,14.6,26.8,20.9,4.8,1.1,5.6,17.8,14.5,-0.8,1.4,0.5,296,2564753,NA,NA,NA,NA,NA,"Minimum Salary",2564753,2.564753,0.842186362585403,7.29115045386437,0.194950546894769,0.311920875031631,1.94950546894769,"C"
"119","Golden State Warriors","Marquese Chriss",22,59,1196,19.4,2.16,0.8,2.1,1.3,3.4,0.136,0.604,0.101,10,23.6,16.5,15.3,1.6,4.7,14.7,19,0.1,0.5,0.6,471,758804,NA,NA,NA,NA,NA,NA,2213272,0.758804,2.8465848888514,25.5665494646839,0.790718024680945,1.05429069957459,4.48073547319202,"PF"
"120","Golden State Warriors","Marquese Chriss",22,59,1196,19.4,2.16,0.8,2.1,1.3,3.4,0.136,0.604,0.101,10,23.6,16.5,15.3,1.6,4.7,14.7,19,0.1,0.5,0.6,480,654468,1824003,NA,NA,NA,NA,"Minimum Salary",2213272,0.654468,3.30039054621464,29.6423965724833,0.916775151726288,1.22236686896838,5.19505919311563,"PF"
"121","Memphis Grizzlies","Jaren Jackson",20,54,1512,16.1,2.16,0.8,1.5,1.7,3.1,0.1,0.59,0.485,3.8,13.7,8.8,7.5,1.1,5,10.8,23.9,0.2,0,0.2,171,6927480,7257360,9180560,NA,NA,NA,"1st Round Pick",14184840,6.92748,0.311801694122538,2.32407744230225,0.0288705272335683,0.115482108934273,0.447493172120309,NA
"122","Memphis Grizzlies","Tyus Jones",23,65,1232,15.7,2.16,0.8,2,1,3,0.115,0.532,0.289,0.8,7.9,4.4,31.7,2.2,0.4,10.8,17.2,0.4,0.1,0.6,145,8408000,7965100,7522200,NA,NA,NA,"MLE",23895300,8.408,0.256898192197907,1.86726926736441,0.071360608943863,0.0951474785918173,0.356803044719315,"PG"
"123","Milwaukee Bucks","Pat Connaughton",27,61,1119,11.2,1.89,0.7,0.9,2.1,3,0.13,0.558,0.525,5.3,16.9,11.4,10.6,0.8,2.3,14.5,11.9,-1.1,1.6,0.5,374,1723050,NA,NA,NA,NA,NA,"MLE",1723050,1.72305,1.09689213893967,6.50010156408694,0.290183105539595,0.406256347755434,1.74109863323757,"SG"
"124","Indiana Pacers","T.J. McConnell",27,63,1188,16.2,1.89,0.7,1.6,1.4,2.9,0.119,0.541,0.041,3,12.1,7.6,37.2,1.8,0.8,18.5,17.2,0.1,0.2,0.3,248,3500000,3500000,NA,NA,NA,NA,"Cap Space",4500000,3.5,0.54,4.62857142857143,0.0857142857142857,0.2,0.828571428571429,"PG"
"125","Washington Wizards","Thomas Bryant",22,38,901,20,1.89,0.7,2.4,0.5,2.9,0.153,0.659,0.176,8.8,23.4,15.8,11.9,0.7,3.2,12.1,18.3,2.1,-1.2,0.9,153,7936508,8333333,8730159,NA,NA,NA,"Early Bird Rights",2.5e+07,7.936508,0.23813999809488,2.51999997984,0.1133999990928,0.0881999992944,0.3653999970768,"C"
"126","Orlando Magic","Terrence Ross",28,63,1723,14.2,1.89,0.7,1,1.8,2.9,0.08,0.548,0.584,0.8,12.3,6.3,6.8,2,1.2,6.8,22.8,0,-0.3,-0.4,102,12500000,13500000,12500000,11500000,NA,NA,"Bird Rights",5e+07,12.5,0.1512,1.136,-0.032,0.056,0.232,"SG"
"127","Denver Nuggets","Jerami Grant",25,64,1676,14.2,1.89,0.7,2.4,1.7,4,0.116,0.585,0.394,3.5,11.6,7.5,6.7,1.3,2.9,8,17.8,-0.1,-0.4,-0.4,134,9346153,9346153,NA,NA,NA,NA,"Bird Rights",9346153,9.346153,0.202222240530409,1.51934170133958,-0.0427983577842135,0.0748971261223736,0.427983577842135,"PF"
"128","Denver Nuggets","Paul Millsap",34,44,1075,17.7,1.89,0.7,2,1.4,3.4,0.151,0.598,0.282,9,17.9,13.5,9.5,1.7,2.4,12.1,20.3,0.6,0,0.6,20,30500000,NA,NA,NA,NA,NA,"Cap space",30500000,30.5,0.0619672131147541,0.580327868852459,0.019672131147541,0.0229508196721311,0.111475409836066,"PF"
"129","LA Lakers","Kentavious Caldwell-Pope",26,63,1603,11.6,1.89,0.7,2,1.8,3.8,0.114,0.592,0.474,2.6,6.3,4.5,8.7,1.6,0.7,9.8,14.8,-0.8,0.5,-0.3,149,8089282,8493746,NA,NA,NA,NA,"Cap Space",8089282,8.089282,0.233642491385515,1.43399624342432,-0.0370861097437325,0.0865342560687092,0.469757390087278,"SG"
"130","Phoenix Suns","Kelly Oubre",24,56,1933,14.9,1.89,0.7,1.7,1.9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,-0.4,-0.6,79,15625000,14375000,NA,NA,NA,NA,"Bird Rights",3e+07,15.625,0.12096,0.9536,-0.0384,0.0448,0.2304,NA
"131","Golden State Warriors","Alec Burks",28,48,1390,16.1,1.89,0.7,1.6,0.8,2.5,0.085,0.552,0.373,2.8,15.3,8.8,17.4,1.7,1.1,9.8,23.8,0.7,-0.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Houston Rockets","Danuel House",26,58,1739,11.4,1.89,0.7,1.9,1.6,3.5,0.096,0.571,0.645,3.4,11.5,7.4,6.1,1.7,1.6,8.6,13.5,-0.6,0.1,-0.5,244,3540000,3717000,3894000,NA,NA,NA,"MLE",11151000,3.54,0.533898305084746,3.22033898305085,-0.141242937853107,0.19774011299435,0.988700564971751,"SF"
"133","Memphis Grizzlies","Kyle Anderson",26,59,1140,13,1.89,0.7,0.9,1.4,2.2,0.095,0.542,0.221,5.1,18.3,11.8,15.1,1.9,2.4,15.1,13.3,-1.3,1.9,0.6,137,9073050,9505100,9937150,NA,NA,NA,"MLE",28515300,9.07305,0.208309223469506,1.43281476460507,0.0661299122125415,0.0771515642479651,0.242476344779319,"PF"
"134","San Antonio Spurs","Patty Mills",31,63,1430,14.7,1.89,0.7,2.1,0.5,2.6,0.086,0.589,0.675,1.4,6,3.7,11.3,1.7,0.4,7.6,20.5,1.1,-1.2,-0.1,104,12428571,13285714,NA,NA,NA,NA,"Bird Rights",25714285,12.428571,0.152068970760999,1.18275866147444,-0.00804597728894175,0.0563218410225922,0.209195409512485,"PG"
"135","Toronto Raptors","Rondae Hollis-Jefferson",25,52,998,15.5,1.62,0.6,1.4,1.8,3.2,0.153,0.533,0.058,11,15.8,13.4,12.9,2.1,2.1,12.2,17.2,-1.1,1.5,0.5,306,2500000,NA,NA,NA,NA,NA,"MLE",2500000,2.5,0.648,6.2,0.2,0.24,1.28,"SF"
"136","Toronto Raptors","Chris Boucher",27,55,724,19.8,1.62,0.6,1.7,1.5,3.2,0.214,0.57,0.381,14,21.1,17.7,4.7,1.3,7.1,7,19.4,0.4,1,1.4,399,1588231,NA,NA,NA,NA,NA,"Minimum Salary",1588231,1.588231,1.02000275778523,12.4667003729306,0.881483864752671,0.377778799179716,2.01482026229182,"PF"
"137","New York Knicks","Elfrid Payton",25,45,1246,16,1.62,0.6,0.5,1.2,1.7,0.065,0.47,0.157,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,-0.3,0.3,0,152,8e+06,8e+06,NA,NA,NA,NA,"Cap Space",9e+06,8,0.2025,2,0,0.075,0.2125,"PG"
"138","Philadelphia 76ers","Matisse Thybulle",22,57,1110,9.8,1.62,0.6,0.1,1.8,1.9,0.084,0.53,0.607,3.5,5.1,4.3,8.3,3.5,3.1,15.1,11.6,-3,3.1,0.1,287,2582160,2711280,2840160,4379527,NA,NA,"1st Round Pick",5293440,2.58216,0.627381726926294,3.79527217523314,0.0387272670942157,0.232363602565294,0.735818074790098,"SG"
"139","Chicago Bulls","Shaquille Harrison",26,43,484,17.8,1.62,0.6,0.8,0.8,1.5,0.153,0.559,0.255,4.8,15.3,9.8,15.3,3.4,3.7,9.2,18.1,0.4,2.4,2.8,465,898310,NA,NA,NA,NA,NA,"Minimum Salary",898310,0.89831,1.80338635882936,19.8149859180016,3.11696407698901,0.667920873640503,1.66980218410126,"SF"
"140","Milwaukee Bucks","Ersan Ilyasova",32,56,895,15.2,1.62,0.6,1.5,1.9,3.4,0.18,0.591,0.428,7.1,22.5,15.2,7,1.2,1.4,9.3,16.4,-0.2,0.8,0.6,170,7e+06,7e+06,NA,NA,NA,NA,"MLE",7e+06,7,0.231428571428571,2.17142857142857,0.0857142857142857,0.0857142857142857,0.485714285714286,NA
"141","Indiana Pacers","Doug McDermot",28,62,1242,14.3,1.62,0.6,2.1,0.9,3,0.115,0.626,0.54,2.1,11.7,6.9,8.3,0.4,0.3,7.2,19.6,1.5,-1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Miami Heat","Goran Dragic",33,54,1531,15.9,1.62,0.6,2,1.1,3,0.095,0.571,0.472,2,9.9,6.1,28.6,1,0.5,14.9,25.7,1.4,-1.9,-0.5,57,19217900,NA,NA,NA,NA,NA,"Bird Rights",19217900,19.2179,0.0842964111583472,0.827353665072667,-0.0260174108513417,0.0312208930216101,0.15610446510805,"PG"
"143","Orlando Magic","Mo Bamba",21,60,868,17.8,1.62,0.6,0.9,1.7,2.5,0.14,0.549,0.369,11.7,25.7,18.5,7.3,1.2,8.9,12.2,17.2,-1.1,1.7,0.5,187,5697600,5969040,7568742,NA,NA,NA,"1st Round Pick",11666640,5.6976,0.284330244313395,3.12412243751755,0.087756248244875,0.10530749789385,0.438781241224375,"C"
"144","Utah Jazz","Mike Conley",32,41,1171,13.7,1.62,0.6,1,1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,-0.4,0,16,32511623,34504132,NA,NA,NA,NA,"Cap Space",54938006,32.511623,0.0498283337008429,0.421387760309598,0,0.0184549384077196,0.0645922844270186,"PG"
"145","Utah Jazz","Jordan Clarkson",27,34,861,17.4,1.62,0.6,1.2,0.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,-0.9,0.7,92,13437500,NA,NA,NA,NA,NA,"Cap Space",13437500,13.4375,0.120558139534884,1.29488372093023,0.0520930232558139,0.0446511627906977,0.148837209302326,"SG"
"146","LA Clippers","Maurice Harkless",26,50,1141,9.6,1.62,0.6,0.5,1.7,2.3,0.096,0.584,0.336,4.4,13.5,9,5.5,2,2.3,16.3,10.3,-2.5,2.4,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Phoenix Suns","Deandre Ayton",21,30,996,20.4,1.62,0.6,1.1,1.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,-0.4,0.5,132,9562920,10018200,12632950,NA,NA,NA,"1st Round Pick",19581120,9.56292,0.169404324202231,2.13323963810217,0.0522852852476022,0.0627423422971226,0.250969369188491,"C"
"148","Golden State Warriors","Draymond Green",29,43,1222,12.6,1.62,0.6,-0.2,1.3,1.1,0.044,0.489,0.408,2,22.3,11.8,31.2,2.3,2.4,21.8,15.7,-2,1.9,-0.2,60,18539130,22246956,24026712,25806469,27586225,NA,"Bird Rights",90619267,18.53913,0.0873827412613213,0.67964354314361,-0.0107879927483113,0.0323639782449338,0.059333960115712,"PF"
