"","Team","Player","Age","G","MP","PER","WARP","VORP","OWS","DWS","WS","WS/48","TS%","3PAr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OBPM","DBPM","BPM"
"422","Houston Rockets","Eric Gordon",31,34,972,10.5,-1.08,-0.4,0.2,0.5,0.7,0.037,0.511,0.658,0.9,6.2,3.5,7.8,1.1,1.1,6.9,22.1,-1.6,-2,-3.6
"423","Houston Rockets","Robert Covington",29,14,456,14.1,0.81,0.3,0.3,0.7,1,0.108,0.566,0.737,4.1,21.3,12.7,5.5,1.5,6.6,11.2,16.1,-0.3,0.8,0.5
"424","Houston Rockets","Thabo Sefolosha",35,41,436,9.5,0.27,0.1,0.1,0.6,0.7,0.073,0.487,0.593,5,17.4,11.2,7.5,2.6,2.4,13.7,10.4,-2.7,1.6,-1.1
"425","Houston Rockets","Isaiah Hartenstein",21,23,266,18.7,0.54,0.2,0.7,0.4,1.1,0.191,0.674,0.075,11.4,24.2,17.7,9.8,1.6,3.9,16.8,14.8,-0.9,1.3,0.4
"426","Houston Rockets","Chris Clemons",22,29,251,12.6,0.27,0.1,0.1,0.2,0.2,0.046,0.546,0.746,1.2,8.4,4.8,13.5,1.1,1.7,11.6,24,0.4,-1.7,-1.3
"427","Houston Rockets","Tyson Chandler",37,26,219,10.8,0,0,0.3,0.3,0.6,0.13,0.717,0,11.9,19.8,15.8,3.5,1.3,3.1,25.2,6,-2.5,1.1,-1.4
"428","Houston Rockets","Gary Clark",25,18,212,11.9,0.27,0.1,0.4,0.2,0.6,0.126,0.564,0.864,5.4,14.4,9.9,7.6,0.4,2.8,3.1,12.5,0.4,-0.9,-0.5
"429","Houston Rockets","Jeff Green",33,10,201,20,0.81,0.3,0.6,0.2,0.8,0.201,0.739,0.515,4.7,12.1,8.3,9.2,2.1,2.1,11.3,16.3,3.5,0.4,3.9
"430","Houston Rockets","DeMarre Carroll",33,6,96,13.5,0,0,0.2,0.1,0.2,0.116,0.624,0.56,4.3,13.2,8.7,10,1,1.8,15.8,16.4,0.3,-1.1,-0.8
"431","Houston Rockets","Michael Frazier",25,8,66,2.4,-0.27,-0.1,0,0,0,0.016,0.513,0.727,1.6,3.2,2.4,1.9,1.4,0,12.8,9.8,-7.9,-0.9,-8.8
"432","Houston Rockets","Bruno Caboclo",24,5,28,23.6,0.27,0.1,0.1,0.1,0.1,0.2,0.563,0.375,18.6,15.1,16.9,10.1,3.3,12.2,18.4,16,2.5,3.2,5.7
"433","Houston Rockets","Ryan Anderson",31,2,14,9.5,0,0,0,0,0,-0.031,0.357,0.714,0,52.8,26.2,20.1,3.3,0,12.5,23.6,-4.1,0.7,-3.4
"434","Houston Rockets","William Howard",26,2,13,-12.7,-0.27,-0.1,-0.1,0,-0.1,-0.354,0,1,0,16.2,8.1,9,0,0,20,15.9,-14.9,-5.7,-20.7
"435","Dallas Mavericks","Dorian Finney-Smith",26,64,1898,12.2,2.43,0.9,2.9,1.6,4.5,0.114,0.597,0.58,7,12.3,9.7,6.8,1.1,1.7,11.2,12.7,0,-0.1,-0.2
"436","Dallas Mavericks","Tim Hardaway",27,63,1815,15,2.97,1.1,3.1,1.1,4.2,0.111,0.581,0.574,1.4,9.9,5.7,10.2,1,0.2,6.6,21.7,1.5,-1.2,0.4
"437","Dallas Mavericks","Luka Doncic",20,54,1799,27.7,12.69,4.7,5.8,2.3,8.1,0.215,0.584,0.442,4.1,24.7,14.6,45.3,1.6,0.5,14.6,37,7.3,1.1,8.4
"438","Dallas Mavericks","Maxi Kleber",28,66,1695,13.8,2.97,1.1,2.9,1.7,4.6,0.131,0.603,0.614,6.2,15.5,11,6.2,0.6,3.9,8.7,13.9,0.5,0.2,0.6
"439","Dallas Mavericks","Kristaps Porzingis",24,51,1597,19.3,3.78,1.4,1.7,2.6,4.3,0.129,0.54,0.447,5.9,25.3,15.8,8.6,1.1,5.6,8.5,26.6,1.2,0.3,1.5
"440","Dallas Mavericks","Seth Curry",29,59,1448,16.2,3.24,1.2,3.4,0.9,4.3,0.144,0.65,0.564,1.9,8,5,12.1,1.2,0.5,9.5,18.6,2,-0.7,1.4
"441","Dallas Mavericks","Delon Wright",27,65,1412,16.1,4.32,1.6,2.6,1.8,4.3,0.148,0.563,0.307,5,14,9.6,21.2,2.6,1.3,13.9,14.8,0.4,2,2.4
"442","Dallas Mavericks","Dwight Powell",28,40,1061,16,2.43,0.9,2.6,1.1,3.7,0.169,0.677,0.17,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.7,0.4,1,1.4
"443","Dallas Mavericks","Jalen Brunson",23,57,1022,15,0.81,0.3,1.6,0.7,2.3,0.108,0.553,0.309,2.3,11.3,6.9,26.9,1,0.3,13.6,20.4,0.1,-0.9,-0.8
"444","Dallas Mavericks","Justin Jackson",24,58,929,10,-0.54,-0.2,0.7,0.6,1.3,0.066,0.498,0.486,3.1,12.7,8,7.2,0.6,0.9,3.5,15.8,-1.7,-1.2,-2.9
"445","Dallas Mavericks","J.J. Barea",35,26,391,14.9,0.27,0.1,0.5,0.2,0.7,0.084,0.519,0.425,2.7,10,6.4,37.7,0.5,0.4,15.8,24.3,1.8,-2.7,-1
"446","Dallas Mavericks","Courtney Lee",34,24,345,10.9,0.27,0.1,0.3,0.4,0.7,0.098,0.629,0.573,2.2,7.4,4.9,4.7,2.5,1.5,11.4,11.9,-2.1,1.6,-0.5
"447","Dallas Mavericks","Boban Marjanovic",31,37,337,24.5,0.54,0.2,0.8,0.5,1.3,0.184,0.599,0.087,16.8,30.5,23.7,6.7,1,1.8,11.8,27.9,1.7,-1.7,0
"448","Dallas Mavericks","Ryan Broekhoff",29,17,180,13.1,0.27,0.1,0.2,0.2,0.4,0.116,0.568,0.864,3,21.7,12.5,8.3,1.3,1.9,8.8,16.3,0.4,0.4,0.9
"449","Dallas Mavericks","Willie Cauley-Stein",26,13,157,22.3,0.54,0.2,0.5,0.3,0.8,0.23,0.684,0.022,8.8,30.7,20,9.6,1.2,5.9,9.3,14.7,1,2.3,3.2
"450","Dallas Mavericks","Michael Kidd-Gilchrist",26,9,71,-0.1,-0.27,-0.1,-0.2,0.1,-0.1,-0.055,0.254,0.429,4.5,24.6,14.7,5,1.4,2.4,43.2,8.4,-9.7,0.8,-8.9
"451","Dallas Mavericks","Antonius Cleveland",25,6,22,2.9,0,0,-0.1,0,0,-0.074,0.363,0.167,0,14,7.1,0,2.2,3.9,12.7,15.3,-8.9,0.7,-8.3
"452","Dallas Mavericks","Josh Reaves",22,2,1,-40,0,0,0,0,0,-1.036,0,0,0,0,0,0,0,0,0,42.8,-24.4,-15.1,-39.5
"453","Memphis Grizzlies","Dillon Brooks",24,65,1851,11.1,-2.97,-1.1,-0.3,1.3,1,0.025,0.508,0.387,3.5,8.4,6,10,1.4,1.2,9.7,25,-2.8,-1.5,-4.3
"454","Memphis Grizzlies","Ja Morant",20,59,1771,18,2.97,1.1,2.2,1.2,3.4,0.093,0.568,0.174,2.7,9.5,6.2,34.6,1.4,0.7,17.2,26,1.6,-1.3,0.4
"455","Memphis Grizzlies","Jonas Valan?i?nas",27,62,1630,22.3,4.86,1.8,3.8,2.4,6.2,0.182,0.631,0.12,12.5,31.9,22.4,10.2,0.7,3.7,12.8,21.4,2.2,0,2.3
"456","Memphis Grizzlies","Jaren Jackson",20,54,1512,16.1,2.16,0.8,1.5,1.7,3.1,0.1,0.59,0.485,3.8,13.7,8.8,7.5,1.1,5,10.8,23.9,0.2,0,0.2
"457","Memphis Grizzlies","Jae Crowder",29,45,1322,11,0.81,0.3,0.5,1.4,1.9,0.068,0.507,0.667,3.2,18.4,11,12.2,1.7,0.9,10.9,15.6,-1.4,0.1,-1.2
"458","Memphis Grizzlies","Tyus Jones",23,65,1232,15.7,2.16,0.8,2,1,3,0.115,0.532,0.289,0.8,7.9,4.4,31.7,2.2,0.4,10.8,17.2,0.4,0.1,0.6
"459","Memphis Grizzlies","Kyle Anderson",26,59,1140,13,1.89,0.7,0.9,1.4,2.2,0.095,0.542,0.221,5.1,18.3,11.8,15.1,1.9,2.4,15.1,13.3,-1.3,1.9,0.6
"460","Memphis Grizzlies","Brandon Clarke",23,50,1086,21.8,4.05,1.5,3.1,1.3,4.4,0.192,0.67,0.127,7.7,20.3,14.1,10.1,1.1,3.3,9.3,19,2.8,0.7,3.5
"461","Memphis Grizzlies","De'Anthony Melton",21,52,1011,14.6,1.62,0.6,0.4,1.4,1.8,0.086,0.525,0.331,3.9,15.9,10,20.9,3,1.5,16.3,19.6,-1.6,1.8,0.3
"462","Memphis Grizzlies","Solomon Hill",28,48,901,10.2,0.27,0.1,0.5,0.8,1.3,0.071,0.549,0.631,2.8,13.7,8.4,13.3,1.6,0.7,13.8,13.4,-1.6,0.2,-1.4
"463","Memphis Grizzlies","Grayson Allen",24,30,498,11.4,-0.27,-0.1,0.5,0.3,0.7,0.07,0.577,0.517,1.1,12.6,7,11.8,0.6,0.2,10.7,17.9,-1,-1.5,-2.6
"464","Memphis Grizzlies","Marko Guduric",24,42,476,8.8,-0.54,-0.2,-0.2,0.4,0.1,0.012,0.515,0.526,3.1,12.3,7.8,12.4,1.2,1.5,17.9,17.6,-2.6,-0.8,-3.4
"465","Memphis Grizzlies","Josh Jackson",22,18,357,14,0.54,0.2,0,0.4,0.5,0.062,0.539,0.465,3.3,13.5,8.5,12.4,2.4,2.2,12.5,23.2,-1.1,1.2,0
"466","Memphis Grizzlies","Gorgui Dieng",30,12,234,16.2,0.54,0.2,0.2,0.4,0.6,0.128,0.568,0.333,6.4,29,17.9,7.5,2.2,5.2,12.6,15.6,-1.2,2.9,1.7
"467","Memphis Grizzlies","Bruno Caboclo",24,22,192,11.9,0,0,-0.1,0.3,0.2,0.051,0.441,0.362,9.5,14.5,12,7,2.4,5.4,9.1,16.7,-3.3,0.8,-2.4
"468","Memphis Grizzlies","John Konchar",23,15,167,19,0.81,0.3,0.5,0.2,0.7,0.195,0.711,0.257,11.5,17.3,14.4,16.7,2,1.6,14.3,10.4,2.7,2.2,5
"469","Memphis Grizzlies","Yuta Watanabe",25,16,99,9.5,0,0,0,0.1,0.1,0.047,0.461,0.276,6.5,11.4,9,5.3,2.4,0.9,5.8,14.5,-3.6,1,-2.6
"470","Memphis Grizzlies","Anthony Tolliver",34,5,96,6.8,0,0,0,0.1,0.1,0.026,0.593,0.81,1.1,11.8,6.6,1.3,1.5,0.9,18,12,-3.4,0.3,-3
"471","Memphis Grizzlies","Jordan Bell",25,2,21,12.6,0,0,0,0,0,0.046,0.635,0.429,10.2,4.9,7.5,12.8,2.2,0,27.6,21.5,-0.4,-1.1,-1.5
"472","Memphis Grizzlies","Jarrod Uthoff",26,4,14,-0.1,0,0,-0.1,0,0,-0.167,0.254,0.571,7.6,0,3.7,0,3.3,0,0,23.4,-11,-2.5,-13.5
"473","Memphis Grizzlies","Dusty Hannahs",26,2,13,21.3,0,0,0,0,0,0.146,0.607,0.333,0,7.9,4,0,0,0,0,31.6,5.2,-2.1,3.1
"474","New Orleans Pelicans","Jrue Holiday",29,55,1922,17.5,5.67,2.1,2.1,1.8,4,0.099,0.535,0.346,3.8,10.9,7.3,29.8,2.2,1.9,13.6,24.7,1.9,0.3,2.3
"475","New Orleans Pelicans","Brandon Ingram",22,56,1919,19.2,5.67,2.1,3.2,1.7,4.9,0.122,0.59,0.352,2.7,16.6,9.6,19.8,1.3,1.6,13.1,28.2,2.7,-0.3,2.4
"476","New Orleans Pelicans","Lonzo Ball",22,56,1817,13.7,3.51,1.3,0.7,1.9,2.6,0.068,0.529,0.578,3.6,16.6,10.1,29.3,2,1.4,20.7,18.6,0.4,0.6,1
"477","New Orleans Pelicans","Josh Hart",24,57,1563,11.7,1.62,0.6,1,1.7,2.7,0.083,0.556,0.676,3.6,21.4,12.5,8,1.7,1.1,11.1,15.3,-1.2,0.6,-0.6
"478","New Orleans Pelicans","J.J. Redick",35,54,1425,15.1,2.43,0.9,3.2,0.6,3.7,0.125,0.639,0.618,0.7,9.7,5.2,10.8,0.6,0.5,9.4,19.9,2,-1.6,0.4
"479","New Orleans Pelicans","Derrick Favors",28,45,1089,19,2.43,0.9,2.4,1.4,3.8,0.168,0.624,0.023,14.1,29,21.5,9.8,1.1,3.4,13.3,14.4,0.8,0.4,1.2
"480","New Orleans Pelicans","E'Twaun Moore",30,51,958,11.1,-0.54,-0.2,0.2,0.6,0.8,0.042,0.509,0.39,3.2,10.4,6.8,10.9,1.4,0.9,8.1,19.9,-2,-1,-2.9
"481","New Orleans Pelicans","Jaxson Hayes",19,56,951,17.8,1.35,0.5,2.5,1,3.5,0.176,0.675,0.017,9,15.7,12.3,7.5,1.1,4.6,11.6,15.1,-0.8,0.8,0.1
"482","New Orleans Pelicans","Nicol<f2> Melli",29,52,889,12.3,0.81,0.3,1,0.8,1.8,0.095,0.583,0.647,4.4,14.3,9.3,10.2,1.6,1.8,12.1,15.9,-0.9,0.3,-0.6
"483","New Orleans Pelicans","Kenrich Williams",25,35,779,7.6,-0.27,-0.1,0.1,0.8,0.8,0.052,0.43,0.671,6.6,17.5,12,8.3,1.5,2.2,12,9.2,-3.3,1,-2.3
"484","New Orleans Pelicans","Frank Jackson",21,51,656,7.7,-1.89,-0.7,-0.4,0.3,-0.1,-0.005,0.5,0.467,3,8.4,5.7,8.6,1.1,0.5,13.1,20.4,-4,-2,-6
"485","New Orleans Pelicans","Zion Williamson",19,19,565,24.2,1.62,0.6,1.3,0.4,1.8,0.149,0.624,0.045,10.2,13.9,12,12.6,1.3,1.3,12.4,29.6,3.5,-1.1,2.4
"486","New Orleans Pelicans","Nickeil Alexander-Walker",21,41,501,7.6,-1.08,-0.4,-0.7,0.4,-0.4,-0.034,0.441,0.515,1.7,15.2,8.4,20.3,1,1.2,14.3,22.8,-3.5,-1.4,-4.9
"487","New Orleans Pelicans","Jahlil Okafor",24,28,424,17.8,0.54,0.2,0.7,0.4,1.1,0.129,0.631,0.014,11.4,18.2,14.8,12.6,0.8,3.7,17.5,19.8,-0.8,0.6,-0.2
"488","New Orleans Pelicans","Zylan Cheatham",24,3,31,0.1,-0.27,-0.1,-0.1,0,-0.1,-0.08,0.4,0.2,3.4,17.1,10.2,7.9,0,2.7,37.5,10.5,-10.2,0.1,-10.2
"489","New Orleans Pelicans","Josh Gray",26,2,23,-5,-0.27,-0.1,-0.1,0,-0.1,-0.224,0.5,0,4.6,4.6,4.6,10.4,0,0,71.4,12.4,-11.3,-4.7,-16
"490","San Antonio Spurs","DeMar DeRozan",30,61,2091,21.3,5.13,1.9,5.1,1.1,6.2,0.143,0.597,0.031,2,15.7,8.9,26,1.4,0.6,11.5,26.6,2.1,-0.5,1.6
"491","San Antonio Spurs","LaMarcus Aldridge",34,53,1754,19.8,4.05,1.5,3.1,1.4,4.4,0.122,0.571,0.198,6.3,17.8,12,11.4,1,4.4,7.8,23.6,1.8,-0.5,1.3
"492","San Antonio Spurs","Bryn Forbes",26,63,1579,11.2,-0.81,-0.3,1.2,0.2,1.5,0.045,0.57,0.656,0.8,7.8,4.3,9.6,1,0,8.4,18.6,-0.6,-2.1,-2.7
"493","San Antonio Spurs","Derrick White",25,61,1468,15.9,2.97,1.1,2.5,0.9,3.4,0.11,0.585,0.345,2.2,12,7.1,19.5,1.3,3.3,12.2,18.2,0.7,0.2,0.9
"494","San Antonio Spurs","Dejounte Murray",23,58,1447,17.1,2.97,1.1,0.9,1.7,2.6,0.087,0.535,0.168,5,20,12.5,23.7,3.3,1,15.7,20.6,-0.5,1.5,1
"495","San Antonio Spurs","Patty Mills",31,63,1430,14.7,1.89,0.7,2.1,0.5,2.6,0.086,0.589,0.675,1.4,6,3.7,11.3,1.7,0.4,7.6,20.5,1.1,-1.2,-0.1
"496","San Antonio Spurs","Rudy Gay",33,60,1287,14.4,0.54,0.2,0.6,0.9,1.5,0.054,0.545,0.369,4.7,22.3,13.5,11.3,1,1.9,12.4,21.3,-0.5,-1,-1.5
"497","San Antonio Spurs","Trey Lyles",24,63,1271,12.7,0.54,0.2,1.2,1,2.2,0.081,0.557,0.49,6,24.6,15.3,7.3,1.1,1.9,9.7,13.7,-0.5,-0.7,-1.2
"498","San Antonio Spurs","Jakob Poeltl",24,58,965,19.6,3.24,1.2,2,1.3,3.3,0.165,0.611,0,11.6,23,17.3,14.6,1.5,7.7,15.2,13.3,0.8,2.3,3.1
"499","San Antonio Spurs","Marco Belinelli",33,52,779,10.2,-0.54,-0.2,0.4,0.1,0.6,0.035,0.521,0.572,0.6,11.9,6.2,11.3,0.6,0.1,5.2,17,-1,-1.9,-2.9
"500","San Antonio Spurs","Lonnie Walker",21,53,767,11,-0.54,-0.2,0,0.5,0.5,0.028,0.515,0.266,2.8,13.4,8.1,8.4,1.8,1.5,9.6,18.2,-2.5,-0.7,-3.2
"501","San Antonio Spurs","DeMarre Carroll",33,15,135,5,-0.54,-0.2,-0.2,0.1,-0.1,-0.038,0.437,0.448,5.6,19.2,12.4,10.2,0.7,1.3,20.9,15.4,-6,-1.1,-7.1
"502","San Antonio Spurs","Drew Eubanks",22,14,130,15.3,-0.27,-0.1,0.2,0.1,0.3,0.12,0.776,0.036,6.6,22.4,14.5,5.5,0.7,4.1,23.3,14.3,-2.6,-1,-3.7
"503","San Antonio Spurs","Keldon Johnson",20,9,92,16.6,0,0,0.2,0.1,0.2,0.119,0.579,0.161,5.8,14.1,10,9.4,2.6,1,7.8,18.1,-0.3,-0.6,-0.9
"504","San Antonio Spurs","Chimezie Metu",22,16,73,25.4,0.27,0.1,0.2,0.1,0.2,0.159,0.597,0.029,14.7,23.7,19.2,13.9,0.7,4.8,11.5,25.9,3.8,-0.8,3
"505","San Antonio Spurs","Quinndary Weatherspoon",23,3,15,-5.1,-0.27,-0.1,-0.1,0,-0.1,-0.197,0,0.333,0,7.2,3.6,7.7,0,0,0,8.7,-9.1,-6,-15.1
"506","San Antonio Spurs","Luka <U+008A>amani?",20,1,12,-3.4,0,0,-0.1,0,-0.1,-0.252,0,0.5,0,18,9,28.9,0,0,0,14.5,-7.4,-4.5,-11.9
